Nom,Etat,Territoire,Source,Document à joindre,Notes,Lien,Date de parution,Référent
Structure CD34,Partenariat en cours,34,,Le-Guide-pratique-Solidarites-pour-tous_L-Herault-pour-tous-tous-pour-l-Herault.pdf (https://dl.airtable.com/.attachments/c40c4e573e9c00e90b1fe3d28902cddf/273b9a51/Le-Guide-pratique-Solidarites-pour-tous_L-Herault-pour-tous-tous-pour-l-Herault.pdf),Voir si on ne peut pas récupérer leur API,,,Servane Baron
Plaquette veille sociale Montpellier,En cours d'ajout,34,,Oct-Nov-Dec-2021-Plaquette-Veille-sociale-Mtp.pdf (https://dl.airtable.com/.attachments/3e0d647e5730f8da72d41b1e0b7ada14/0af3a3f8/Oct-Nov-Dec-2021-Plaquette-Veille-sociale-Mtp.pdf),,,,Servane Baron
Relais Reconnect IDF,Données intégrées,"75,77,91,92,93,94,95",Corentin Le Denmat - Reconnect,,"Si vous identifiez un relais reconnect dans un lieu que vous avez déjà cartographié :
-si le service ""Coffre-fort numérique"" n'est pas ajouté, ajoutez-le avec le texte ""Cette structure est Relais Reconnect : il est possible d'y créer un compte personnel et sécurisé sur le cloud solidaire, pour stocker une copie de tous ses documents administratifs nécessaires aux démarches d'accès aux droits.""
-si le service ""Coffre-fort numérique"" est déjà ajouté : rien à faire

Si vous identifiez un relais reconnect dans un lieu que vous n'avez pas déjà cartographié :
-attention, ne cartographiez pas les centres d'hébergement (CHU, CADA, HUDA...) sauf si c'est prévu sur votre territoire
-sinon, suivez le process habituel. N'hésitez pas à dire que nous sommes en partenariat et en lien étroit avec Reconnect, et que c'est comme ça qu'on a appris leur existence
-ajoutez le service ""Coffre-fort numérique"" avec ce texte : ""Cette structure est Relais Reconnect : il est possible d'y créer un compte personnel et sécurisé sur le cloud solidaire, pour stocker une copie de tous ses documents administratifs nécessaires aux démarches d'accès aux droits.""

-Si vous avez une structure relais reconnect dans votre BDD sur Soliguide mais qu'elle n'est pas présente sur ce tableau : supprimez le service de la fiche
",https://docs.google.com/spreadsheets/d/1XYDxjGDkqaSaL2Lfa95pcMC55mx9U6YT/edit?rtpof=true,2021-10-01,Théo Dumouchel
PASS IDF,Données intégrées,"75,77,91,92,93,94,95",Corentin Le Denmat - Reconnect,,"Si la PASS n'est pas déjà présente sur votre BDD :
-ajoutez la en brouillon et prenez exemple sur les fiches types (https://www.notion.so/solinum/Fiche-PASS-57724753d604471ab8341899f658fd0c). Faites attention à la spécialité de la PASS (Généraliste, Ophtalmo, Dentaire...)
-ajoutez les contacts associés à la PASS sur airtable. Privilégiez les Directeurs, Responsables de Services Sociaux, et Assistants Sociaux (pas la peine d'ajouter les pharmaciens)
-suivez ensuite le process habituel de mise en ligne et de compte professionnel
-vous pouvez indiquer que nous sommes en partenariat avec la FAS IDF et en lien avec l'ARS IDF. Si on vous demande qui, vous pouvez dire Isabelle Chabin Gibert (voir contact sur at)

Si la PASS est déjà présente sur votre BDD :
-ajoutez les nouveaux contacts associés sur airtable. Privilégiez les Directeurs, Responsables de Services Sociaux, et Assistants Sociaux (pas la peine d'ajouter les pharmaciens)
-dans le cas où vous n'avez pas de contact, ou alors un mauvais contact avec votre PASS, appelez ou envoyez un mail aux contacts pertinents toujours dans l'objectif du compte professionnel
-vous pouvez indiquer que nous sommes en partenariat avec la FAS IDF et en lien avec l'ARS IDF. Si on vous demande qui, vous pouvez dire Isabelle Chabin Gibert (voir contact sur at)",https://docs.google.com/spreadsheets/d/1d8jsxARWDBu5FJJjgpaYU9aOl2GFujAp/edit#gid=532970084,2020-09-25,Théo Dumouchel
Listing accueil de jour ANSA ,"Partenariat actif,En cours d'ajout",06,Lorène,,,,2021-09-01,Perrine Poupaud
Lieux de médiation numérqiue ,A ajouter,63,,,https://www.puy-de-dome.fr/territoires/numerique/mediation-numerique.html,,,Raphaëlle Vitaldurand
Espaces emploi 95 Roissy Pays de France,Données intégrées,95,Espaces Emploi,"P_20211110_170704.jpg (https://dl.airtable.com/.attachments/8e71e4005208daf50e0ccaec861d903a/74148706/P_20211110_170704.jpg),P_20211110_170655.jpg (https://dl.airtable.com/.attachments/99841e043093c1c8f9c7440626211988/8bbc44d8/P_20211110_170655.jpg)",,,,Raphaëlle Iniguez
GROUPE - Réseau Alpha 77,A ajouter,77,,,,https://www.reseau-alpha.org/trouver-une-formation?form%5BcodePostal%5D=%7C77&form%5BniveauLinguistiqueVise%5D=,,Noëlène Guérin
Guide de la Solidarité ,En cours d'ajout,13,Ville de Marseille,guide_solidarite-depliant-carte-aout2021.pdf (https://dl.airtable.com/.attachments/c94817d77755ab0dd7a30411751bdff9/cf5c453b/guide_solidarite-depliant-carte-aout2021.pdf),Samu Social,,2021-08-31,Justine Demaire
Liste des employeurs solidaires autour de Nantes,En cours d'ajout,44,"Ministère du travail, de l'emploi et de l'inclusion",,,https://emplois.inclusion.beta.gouv.fr/search/employers/results?city=nantes-44&city_name=Nantes+%2844%29,,
UDAF 63,A ajouter,63,,,,https://udaf63.fr/,,
Guide des pratiques numériques,En cours d'ajout,44,Nantes Métropole,NM_SMART-CITY_GUIDE_A5_2021_BDpage.pdf (https://dl.airtable.com/.attachments/8ceebfcfb694aa39d78e802d5a64abe0/9b4464cc/NM_SMART-CITY_GUIDE_A5_2021_BDpage.pdf),"17/11
mise à jour de toutes les fiche déjà présentes dans Soliguide",https://fr.calameo.com/read/00459045815de7c86a707,2021-08-11,Gian Barboni
Carte interactive département Morbihan (très large),,35,CD 56,,,https://www.morbihan.fr/localiser-une-structure,,
Morbihan PDALPD ,,35,CD 56 / DDETS,Morbihan_PDALPD_2017-2022.pdf (https://dl.airtable.com/.attachments/89f3e0dcd2e3d040cef50193eb40283f/e923e8e1/Morbihan_PDALPD_2017-2022.pdf),"Moins une cartographie que des informations sur le territoire 
",,,
Guide de l'Autonomie Vannes,,35,Ville de Vannes,HD_002132_Guide_autonomie_A5_2020_NEW.pdf (https://dl.airtable.com/.attachments/f10009de831cd995df48480a3c8933e0/9a90dde0/HD_002132_Guide_autonomie_A5_2020_NEW.pdf),,,,
Guide des associations Vannes,,35,Ville de Vannes,WEB_-_GUIDE_DES_ASSOCIATIONS_2021-2022_165X240_-OK__1_.pdf (https://dl.airtable.com/.attachments/d6d7afeae29b91a5ea5b7f020209c28a/22648663/WEB_-_GUIDE_DES_ASSOCIATIONS_2021-2022_165X240_-OK__1_.pdf),Utile pour les parties concernant Soliguide ,,,
Guide santé et social édité par la communauté de communes DRAGA,Données intégrées,,,,Document transmis par le CD 07,,,
Guide santé et social de la communauté de communes DRAGA,Données intégrées,07,,GUIDE_SANTE ET SOCIAL_final (2).pdf (https://dl.airtable.com/.attachments/aa9abea0b25ae59801c160211f0e6848/1cf48592/GUIDE_SANTEETSOCIAL_final2.pdf),Document transmis par le CD 07,,,Manal Boukili
PIJ ET CIO Val d'Oise ,En cours d'ajout,95,,P_20211118_140614.jpg (https://dl.airtable.com/.attachments/3ebd25e1d1b19f180c9365b6b34b6c75/e30f812d/P_20211118_140614.jpg),,,,Raphaëlle Iniguez
Mouvement vie libre,A ajouter,91,,,Aide aus malades de l'alcool et leur entourage,https://www.vielibre.org/association/etampes/,,Essonne Solinum
Solidarités Nouvelles pour le logement,A ajouter,91,,,Création de logements pour pers en difficulté / Accompagnement des personnes logées,https://www.solidarites-nouvelles-logement.org/snl_gls/etrechy/,,Essonne Solinum
Apaei essonne sud,A ajouter,91,,,"
Regroupement de l'entourage de personnes en situation d'handicap
Représentement au près des pouvoirs publics",www.apaei-essonnesud.org ,,Essonne Solinum
Carte des ressourceries du département (par territoires),"En cours d'ajout,Partenariat actif",07,,carte-des-ressourceries.pdf (https://dl.airtable.com/.attachments/d5b8a4237b4414012b4f2d1bd386ee5f/9d29c8a8/carte-des-ressourceries.pdf),Document transmis par le CD 07,,,Manal Boukili
Liste des adresses des Espaces France Services et des Maisons de Services au Public,A ajouter,07,,liste_adresses_ESF_MSAP_juin_2021.pdf (https://dl.airtable.com/.attachments/d87bea7cd2dc602865cdbe88f9143a9b/8d9a7508/liste_adresses_ESF_MSAP_juin_2021.pdf),Document transmis par le CD ,,,Manal Boukili
Secours Catholique : Délégation Marseille,"Données intégrées,Partenariat en cours",13,,Listing delegation marseille.pdf (https://dl.airtable.com/.attachments/901cef8a8060fb50c8478b42d60d64e7/d495632c/Listingdelegationmarseille.pdf),Référente : Pauline Duclos ,https://bdr-marseille.secours-catholique.org/nous-contacter,,Justine Demaire
Secours Catholique : Délégation Aix/Arles ,A ajouter,13,,Listing delegation Aix Marseille.pdf (https://dl.airtable.com/.attachments/9497f979afe5c8339602f6ab864662ac/2c70aa8e/ListingdelegationAixMarseille.pdf),Référent à déterminer ,https://bdr-aixenprovence.secours-catholique.org/nous-contacter,,Justine Demaire
SEUL - Génération Elle - Villeparisis,A ajouter,77,24/11/21 Donné parMaison des Droits Villeparisis (A. Belkebir) + MPT Villeparisis,,,,,Noëlène Guérin
Secours POP 95 BDD,Données intégrées,95,Secrétaire général SP,BdD_SPF95_112021.V3.xlsx (https://dl.airtable.com/.attachments/1a0ef211e965eb3a57508a08ccde3e6c/ee672fc7/BdD_SPF95_112021.V3.xlsx),,,2021-11-01,Raphaëlle Iniguez
Site liste pensions de famille de la région,A ajouter,59,Internet,,"Cartographie des pensions de famille développée par la DREETS, le SIILAB et en collaboration avec la FAS",https://cdonline.articque.com/share/display/pensions-de-famille,,Gabrielle Hiroux
Listing partenaires CASA,A ajouter,06,c.bedock@agglo-casa.fr,,Envoyé le 26/11/21,,2021-11-26,Perrine Poupaud
"Guide des initiatives en Nouvelle Aquitaine : Agir pour une alimentation saine, digne et durable",En cours d'ajout,33,FASNA,FAS_NA-Guide_Alimentation-WEB.pdf (https://dl.airtable.com/.attachments/620f662fa9a1e11651671d8897220ceb/c12534ca/FAS_NA-Guide_Alimentation-WEB.pdf),Présenté à l'occasion de la journée Alimentation et précarité,,2021-11-18,Agathe Thomas
bien veillir dans le Cantal,A ajouter,15,,,,https://www.cantal.fr/wp-content/uploads/2019/02/1510930193_Guide-personnes-agees-web.pdf,,Raphaëlle Vitaldurand
SEUL - Association Femmes libres - La maison des Villeparisiennes,A ajouter,77,,,,https://femmeslibresmdv.wixsite.com/website?fbclid=IwAR1aT4S4BGxipYkFiNcgipFo7fNxOCczTNd7nzwHVAkNwXq5JS_YkH1TeXA,,Noëlène Guérin
SEUL - Asso Générations.Elles - Villeparisis,A ajouter,77,,,Sur Brochure MPT Jacques Marguin,https://www.facebook.com/G%C3%A9n%C3%A9rationElles-109729514513304,,Noëlène Guérin
SEUL - Médiathèque L'orangerie - Claye-Souilly,A ajouter,77,,,Font des ateliers numériques,https://mediatheque-orangerie.claye-souilly.fr/,,Noëlène Guérin
Réseau alpha ,A ajouter,91,,,Place du Général de Gaulle,https://www.reseau-alpha.org/structure/apprentissage-du-francais/athis-alpha,,Essonne Solinum
"
Femmes Solidarité 91
",Données intégrées,91,,,"10, quai de la Borde      femmes-solidarite91@comjeun.fr",http://www.comjeun.fr/etablissements/femmes-solidarite-91-2/,,Essonne Solinum
"Centre Social les bergeries - Draveil
",A ajouter,91,,,,https://www.vyvs.fr/equipements/centre-social/les-bergeries.html,,
SEUL - Association Espoir - Coulommiers rue de la confiturerie,A ajouter,77,EDI L'iliade Coulommiers - Aurore,,Contacter William De Tournay,,,Noëlène Guérin
SEUL - CHU de Chaumes-en-Brie,A ajouter,77,EDI L'iliade Coulommiers - Aurore,,Contacter Maurad Fennas qui gère aussi le CSAPA Georges Sand +équipes mobiles (Emergences),,,Noëlène Guérin
SEUL - Association Empreintes - Tatiana Fontané-Loudère - Vaux le pénil (?),A ajouter,77,EDI L'iliade Coulommiers - Aurore,,,,,Noëlène Guérin
SEUL - Aide au permis : En voiture Simone,A ajouter,77,EDI L'iliade Coulommiers - Aurore,,Autoécole solidaire,,,Noëlène Guérin
SEUL - Aide au permis - Le Germinal - auto école solidaire,A ajouter,77,EDI L'iliade Coulommiers - Aurore,,Contacter Bruno au 0164332635,,,Noëlène Guérin
SEUL - Aide au permis - Papa Charlie - Prêt de voiture,A ajouter,77,EDI L'iliade Coulommiers - Aurore,,,,,Noëlène Guérin
RESEAU - Transdev,A ajouter,77,EDI L'iliade Coulommiers - Aurore,,"Contacter pour voir qui se fait en termes de mobilité sur le 77 (lignes qui marchent bof, bien etc.)",,,Noëlène Guérin
France services,En cours d'ajout,95,,,,https://www.val-doise.gouv.fr/Politiques-publiques/Les-structures-France-services-dans-le-Val-d-Oise,2021-10-22,Raphaëlle Iniguez
Toilettes Brest,,35,Ville de Brest,,29,https://www.brest.fr/vivre-ensemble-a-tous-ages/tranquillite-et-prevention/les-toilettes-automatiques-a-brest-2031.html,,
L'aide aux personnes en situation de précarité - Brest,,35,Ville de Brest,,29,https://www.brest.fr/vivre-ensemble-a-tous-ages/solidarite/l-aide-aux-personnes-en-situation-de-precarite-a-brest-1978.html,,
Info social Finistère,,35,CD Finistère,,29,https://infosociale.finistere.fr/,,
Rapport CD 29 +/- lié à notre outil ,,35,CD Finistère,"Résultats enquête AAD et numérique Brest  2019 VF.pdf (https://dl.airtable.com/.attachments/0bad72c33cd554e54aa1c0566ba8d1af/352f9606/RsultatsenquteAADetnumriqueBrest2019VF.pdf),Rapport Evaluation RSA 2018.pdf (https://dl.airtable.com/.attachments/6e18944804f04dabca7156d7b287410b/af0b0cba/RapportEvaluationRSA2018.pdf)",29,,,
,,35,,,,,,
SEUL - La Fabrique Citoyenne - à Collégien,A ajouter,77,,,,http://www.mairie-de-collegien.fr/attachments/2373_PROGRAMME_FABRIQUE_CITOYENNE-WEB2.pdf,,Noëlène Guérin
EDI et insertion pro d'equalis + MAISON DES FEMMES DES QU'ELLE OUVRE,A ajouter,78,,,,,,Charlotte Camard
SEUL - Planning familial de Champagne-sur-Seine,A ajouter,77,,,,https://www.planning-familial.org/fr/le-planning-familial-de-seine-et-marne-77,,Noëlène Guérin
Réseau addiction 06,A ajouter,06,Patrick Favot ,"20211202_165915.jpg (https://dl.airtable.com/.attachments/2290c50e7fd2ded5c9d798b76e3fb353/df1befce/20211202_165915.jpg),20211202_165933.jpg (https://dl.airtable.com/.attachments/98024c872d06085f34df3b64377e6131/29f11df0/20211202_165933.jpg),20211202_165951.jpg (https://dl.airtable.com/.attachments/9befc73dd8ad4acc3c80e34711ac551f/8f8cd785/20211202_165951.jpg)",,,2021-12-01,
SEUL - Asso Sènan,A ajouter,77,ADR m'en a parlé,,Aides aux femmes,https://www.senan.eu/,,Noëlène Guérin
GROUPE - Liste structures orientées par CR UL Meaux,A ajouter,77,,Fiche orientation rév12.pdf (https://dl.airtable.com/.attachments/271737cd7659392ec0f6574fbb795f63/c27ed90e/Ficheorientationrv12.pdf),,,,Noëlène Guérin
CTG (CONVENTION TERRITORIALE GLOBALE) - Caf x Ville de Nice x CCAS,Partenariat en cours,06,Dominique BOYER,"Cartograohies accès droit et inclusion MAJ du 09 12 2021 Version 8.pdf (https://dl.airtable.com/.attachments/41a0bd1547390b184a876b9bd1ff7054/b7453993/CartograohiesaccsdroitetinclusionMAJdu09122021Version8.pdf),Réseau partenaires CTG Accès droits inclusion du 09 12 2021.pdf (https://dl.airtable.com/.attachments/2c39c20d20f4137633e59bbb95f1beba/4e17ae8c/RseaupartenairesCTGAccsdroitsinclusiondu09122021.pdf),PPT REPERTOIRE ACCES AUX DROITS ET INCLUSION NUMERIQUE DU 29112021.pdf (https://dl.airtable.com/.attachments/b4a103eaf0f36e3e89e7fab192eb09ba/96e32347/PPTREPERTOIREACCESAUXDROITSETINCLUSIONNUMERIQUEDU29112021.pdf)",Participation aux instance de la CTG depuis sept 21 - Rdv de coordo avec les respo début janvier,,,Perrine Poupaud
RESEAU - GHSIF + RVH + CSAPA + CLAT + PASS...,A ajouter,77,,,,http://www.ghsif.fr/Plan-Coordonnees/2/43,,Noëlène Guérin
SEUL - CRIP 77,Données intégrées,77,,,,https://docs.google.com/spreadsheets/d/1zfGpI629u8nZYeaP5swliUJJLJOqUKC-/edit?rtpof=true#gid=2140690395,,Noëlène Guérin
"REAAP 91
",A ajouter,91,,,"Le Réseau d'Ecoute d'Appui et d'Accompagnement des Parents (Reaap91) a pour objectif d'accompagner les parents dans leur rôle éducatif. Il organise ainsi des actions d'accompagnement et de prévention destinés aux parents dans des lieux d'accueil enfant-parents. >> Pour connaître les actions menées en Essonne, vous pouvez vous rapprocher du secrétariat du Reaap91 au 01 69 26 89 66, de votre PMI ou de votre MDS.",https://www.essonne.fr/sante-social-solidarite/enfance-et-familles/soutenir-prevenir-et-proteger,,
Médiation familiale Essonne,A ajouter,91,,,,https://www.essonne.fr/fileadmin/2-sante-social-solidarite/enfance/DPPE/mediation_familiale.pdf,,
,,59,,,,,,
GROUPE - Espaces jeunes de Melun,A ajouter,77,,,M. Libidi coordinateur des espaces jeunes de Melun,https://www.ville-melun.fr/au-quotidien/jeunesse-et-vie-etudiante/453-espaces-jeunes,,Noëlène Guérin
GROUPE - Cap Emploi 77,A ajouter,77,,,,https://www.capemploi77.fr/nous.php#antennes,,Noëlène Guérin
SEUL - La boutique Info à Souppes-sur-Loing,A ajouter,77,,,Contacter la Boutique info pour avoir des renseignements sur la Gabarre (epicerie sociale) et les permanences,http://www.souppes.fr/page_vie_sociale.html,,Noëlène Guérin
CDAD : https://lannuaire.service-public.fr/navigation/auvergne-rhone-alpes/puy-de-dome/permanence_juridique,,63,,,,,,
centre social des marmiers,A ajouter,63,,,,,,Raphaëlle Vitaldurand
MDS 13,A ajouter,13,Conseil Départemental 13,"MDS Préssensé 032019.pdf (https://dl.airtable.com/.attachments/97f5408a98b0b4eeb1ee1a294a4102cb/ef6b62b5/MDSPrssens032019.pdf),MDS Salon 032019.pdf (https://dl.airtable.com/.attachments/adc067fb73a9d90838e188d924abbb41/63fd3c28/MDSSalon032019.pdf),MDS St Marcel 032019.pdf (https://dl.airtable.com/.attachments/8e7fbc12fd7d60f668a06d7cf94c9355/6b68dfa8/MDSStMarcel032019.pdf),MDS St Rémy  032019.pdf (https://dl.airtable.com/.attachments/47c56ec985449fcd56dbfb9176053176/997f9b13/MDSStRmy032019.pdf),MDS St Sébastien 032019.pdf (https://dl.airtable.com/.attachments/d944863def0ec07114ba411de5d45e4c/b07be217/MDSStSbastien032019.pdf),MDS Tarascon 03-2019.pdf (https://dl.airtable.com/.attachments/9193f5f59d08042f32ea01826c1c4d6d/21859be7/MDSTarascon03-2019.pdf),MDS Vallon de Malpassé 032019.pdf (https://dl.airtable.com/.attachments/a7fd044799613e982647da815eba3a72/fdfa3fc6/MDSVallondeMalpass032019.pdf),MDS Vitrolles 032019 OK.pdf (https://dl.airtable.com/.attachments/03b5e55087d97cc47999677aea15a64b/d960768c/MDSVitrolles032019OK.pdf),Dépliant MDS Pont de Vivaux ok.pdf (https://dl.airtable.com/.attachments/47fdc24b2f3c2dd483a4a6b6c43f4f59/f541592a/DpliantMDSPontdeVivauxok.pdf),MDS Aix 032019.pdf (https://dl.airtable.com/.attachments/34f66e87fb9c5cb9cff832ea219a2408/996a9d2a/MDSAix032019.pdf),MDS Arles oct 2020.pdf (https://dl.airtable.com/.attachments/cfc25f191a69f5814f12491c3e8ce89d/ca346be3/MDSArlesoct2020.pdf),MDS Aubagne ok nov 2020.pdf (https://dl.airtable.com/.attachments/60dd150420fdd566738b44c04ad2c7a5/5d64f00e/MDSAubagneoknov2020.pdf),MDS Belle de Mai 032019.pdf (https://dl.airtable.com/.attachments/73d209af180e7b4d3b45599e33f6a29e/0b98f7c8/MDSBelledeMai032019.pdf),MDS Bonneveine 032019.pdf (https://dl.airtable.com/.attachments/1405207bc7f7ab8d134974f48a50bd95/f1693f60/MDSBonneveine032019.pdf),MDS Chartreux 03-2019.pdf (https://dl.airtable.com/.attachments/8131e9f9c6ded86b0d39ff16a714f2d4/b571a93a/MDSChartreux03-2019.pdf),MDS Chateaurenard  032019.pdf (https://dl.airtable.com/.attachments/197c54f16f28688aa991b0884d18a2b3/11e0d88c/MDSChateaurenard032019.pdf),MDS Estaque 032019.pdf (https://dl.airtable.com/.attachments/ad91b3ed60e44f619e400263f9feed28/1d037e4a/MDSEstaque032019.pdf),MDS Gardanne 032019.pdf (https://dl.airtable.com/.attachments/065bb8e6ff1897a17ba4422488b7c5a5/a9c7af2f/MDSGardanne032019.pdf),MDS Istres 032019.pdf (https://dl.airtable.com/.attachments/252c92846134de43f5b2fc93b84330c0/2c5832c7/MDSIstres032019.pdf),MDS La Ciotat 032019.pdf (https://dl.airtable.com/.attachments/4290d8baf2cc6576ea5dcf956910d19a/8d4752f2/MDSLaCiotat032019.pdf),MDS La viste oct 2020.pdf (https://dl.airtable.com/.attachments/2f8388f2c27b7e9cbeaa92ce71e3a371/fcf474d3/MDSLavisteoct2020.pdf),MDS Les Flamants 032019.pdf (https://dl.airtable.com/.attachments/ef09f1c3b604e4c9bdaee7591eb0328e/0a66cb80/MDSLesFlamants032019.pdf),MDS Littoral 032019.pdf (https://dl.airtable.com/.attachments/2506400a844a405dba3e38bb37636e73/e9aa60d4/MDSLittoral032019.pdf),MDS Marignane 032019.pdf (https://dl.airtable.com/.attachments/0a50f62272d7a20dcc3ee60c36b9e566/5a33914f/MDSMarignane032019.pdf),MDS Martigues 032019.pdf (https://dl.airtable.com/.attachments/7ddb47e3dbedd1ad6d637607799ce34e/0c6b7a09/MDSMartigues032019.pdf),MDS Miramas 032019.pdf (https://dl.airtable.com/.attachments/ff4e4d39046fb27400e2682bb42b2f27/d757def2/MDSMiramas032019.pdf),MDS Nautile 032019.pdf (https://dl.airtable.com/.attachments/1e3ab5b6e5efda4c87fb432bba51c704/2ca41ba1/MDSNautile032019.pdf),MDS Port de Bouc 042019 NEW.pdf (https://dl.airtable.com/.attachments/161c2fe8a8cf97995a36dd8cd74b94c6/a71b0506/MDSPortdeBouc042019NEW.pdf),MDS Port St Louis 032019.pdf (https://dl.airtable.com/.attachments/7fe0a2a9a71c99566bb9d5e8cda9dd78/66bf5a55/MDSPortStLouis032019.pdf)",En attente du référent pour valider les informations,,2019-03-01,Justine Demaire
GROUPE - Structures médico sociales - ViaTrajectoire,A ajouter,77,Sandrine GRIFFI de la MDPH,,'- ODE77 (7 rue MArc Jacquiet),https://trajectoire.sante-ra.fr/Trajectoire/pages/AccesLibre/Annuaires/Etablissement.aspx,,Noëlène Guérin
SEUL - Via Habitat,A ajouter,77,CAMVS site,,"Association Via Habitat
7 Bis Rue de la Chasse -  77000 Melun

> Tél. : 01 72 17 21 10",,,Noëlène Guérin
RESEAU - UPROMI + FLES,A ajouter,77,AG Sinacté,,Cours de français,,,Noëlène Guérin
SEUL - cours de français du CSCommunal de Brie Comte Robert,A ajouter,77,AG Sinacté,,,,,
RESEAU - CNLRQ 77,A ajouter,77,AG 77,,,,,
SEUL - Du pain et des fleurs,A ajouter,77,AG Sinacté,,,,,
GROUPE - SIAE Prirotaires,A ajouter,77,AG Sinacté,,Régie Pays de Meaux,,,
